0,1,2,3
2893_train,Notes: A new shortstop in  #39;05?,"Jose Valentin has been the White Sox shortstop for five seasons, but there is no guarantee he will be back in 2005. Valentin, who turns 35 in October and is ",Sports
2894_train,Danton Sentenced to 7 1/2 Years for Murder Plot," EAST ST. LOUIS, Ill. (Sports Network) - Former St. Louis  Blues forward Mike Danton has been sentenced to 7 1/2 years in  prison for concocting a murder-for-hire plot against his agent.",Sports
2895_train,NBA Wrap: Boykins Helps Nuggets Down Lowly Hornets (Reuters),Reuters - Earl Boykins contributed 22 points to\help the Denver Nuggets overcome the absence of top scorer\Carmelo Anthony to defeat the New Orleans Hornets 76-67 Monday.,Sports
2896_train,Jags lose another defensive lineman for season,"JACKSONVILLE, Fla. - The Jacksonville Jaguars now have lost both starting defensive ends for the season. The Jags placed Lionel Barnes on injured reserve Friday with a shoulder injury.",Sports
2897_train,Niners LB Peterson Tears Achilles'' Tendon, SAN FRANCISCO (Sports Network) - San Francisco linebacker  Julian Peterson left Sunday''s game against Arizona late in the  first quarter with a torn left Achilles'' tendon.,Sports
2898_train,I won #39;t quit says defiant Coulthard,A defiant David Coulthard says he has no plans to retire from Formula One after the season-ending race in Brazil. The Briton will leave McLaren after the ,Sports
2899_train,"76ers 116, Wizards 114, OT","Allen Iverson stole an inbound pass, drove down the court and made a layup at the buzzer, giving the Philadelphia 76ers a 116-114 overtime victory over the Washington Wizards on Friday.",Sports
28_train,DaVita ready to expand dialysis services with \$3 billion deal,"US dialysis company DaVita Inc., a major employer in Pierce County, is poised to buy a Swedish health care companys dialysis operations in a \$3 billion deal, the Wall Street Journal reported Monday.",Business
2900_train,"In a Matchup Against Youth, Age Triumphs","Tennis''s onetime ''It'' girl met up with the weary one of the present, and Mary Pierce, wiser and calmer at 29, prevailed over the 17-year-old Maria Sharapova.",Sports
2901_train,"Red Sox, Yankees duel with free agents again","The way the Boston Red Sox and New York Yankees have sprung to life at baseball #39;s winter meetings, you #39;d swear they were again in a two-team contest.",Sports
2902_train,Giants See Daylight at Right Time,"Tiki Barber sprinted for a 52-yard touchdown in the third quarter, the play that the Giants would ride to their third victory of the season.",Sports
2903_train,Top 25 roundup: Purdue ends long Irish streak,Purdue senior quarterback Kyle Orton demolished both a secondary and a streak as he led the 15th-ranked Boilermakers to a 41-16 victory over Notre Dame (3-2).,Sports
2904_train,"Delgado bears no grudges, but doesn #39;t think Jays made serious &lt;b&gt;...&lt;/b&gt;","TORONTO (CP) - Carlos Delgado says he is leaving Toronto with no grudges, although the first baseman doesn #39;t think the Blue Jays did all they could to re-sign him.",Sports
2905_train,Another Indy effort bites the dust,"So confident was Colts kicker Mike Vanderjagt that he would make a tying, 48-yard field goal with 24 seconds remaining in Thursday night #39;s league opener against the Patriots ",Sports
2906_train,NCAA Game Summary - Louisianna-Lafayette at North Carolina State,"Raleigh, NC (Sports Network) - Andrew Brackman scored 16 of his 20 points in the second half to lead 12th-ranked North Carolina State to a hard-fought 78-72 win over Louisiana-Lafayette at the RBC Center.",Sports
2907_train,UPDATE 2-Top seed Moya stunned by qualifier in Beijing,Top seed Carlos Moya got blown off court by a French teenager playing his first ATP Tour match at the rain-it China Open on Wednesday.,Sports
2908_train,Jackson-sparked Storm set for title showdown (AFP),AFP - Australian basketball star Lauren Jackson is hoping she can raise a Storm that can block out the Sun one more time.,Sports
2909_train,Davenport Is Too Strong for Venus Williams,ll the emotion Venus Williams crammed into staving off elimination against Lindsay Davenport at the United States Open last night saved the 25th edition of their rivalry from being a dud.,Sports
2910_train,"Indians regroup, look to Loaiza","The contract offer that Indians general manager Mark Shapiro had made Friday to left-hander David Wells got turned down, as Wells agreed to a two-year deal with the Red Sox.",Sports
2911_train,Report: D #39;backs sign Glaus,"According to a report in the Arizona Republic, the Diamondbacks have signed third baseman Troy Glaus to a four-year contract worth \$45 million.",Sports
2912_train,"Brewers Best Slumping Reds, 7-3 (AP)","AP - Russell Branyan and Keith Ginter each hit three-run homers, rookie Ben Hendrickson earned his first major league victory, and the Milwaukee Brewers sent the Cincinnati Reds to their fifth straight loss with a 7-3 victory Saturday night.",Sports
2913_train,"Lightning, Andreychuk agree on 1-year deal","CBC SPORTS ONLINE - As expected, the Tampa Bay Lightning are bringing back their captain, Dave Andreychuk, for another season. The Lightning on Tuesday announced the 40-year-old Andreychuk,had agreed to a one-year deal.",Sports
2914_train,Saved at the death,"JUST like ESPN Star Sports v StarHub, Manchester United left it until the very last moment to appease their followers last night. As thousands of Singapore fans waited right up to programme time for the live ",Sports
2915_train,"After Musical Chairs, Jets'' Conductor Is Back",Order was restored to the Jets'' quarterbacking universe on Wednesday when Chad Pennington returned to practice with the first team.,Sports
2916_train,Sprewell wants trade if no deal is reached,Latrell Sprewell says he #39;ll ask to be traded if the Minnesota Timberwolves don #39;t sign him to a contract extension by Wednesday night #39;s opener.,Sports
2917_train,Heading west 2 games up ,"It might have been the last Fenway Park game of the magical 2004 season. And if it was, there''ll be a parade in Boston sometime before Election Day . . . perhaps the grandest celebration in 374 years of Hub history.",Sports
2918_train,Chelsea closes in,Eidur Gudjohnsen scored a hat trick yesterday to help Chelsea beat Blackburn 4-0 in the English Premier League of soccer and close the gap to league-leading Arsenal to two points.,Sports
2919_train,Astros Take Lead,"Jeff Kent ends a pitcher''s duel with a three-run homer in the ninth Monday that lifts the Astros over St. Louis, 3-0, for a 3-2 edge in the NLCS.",Sports
291_train,Update 2: Alitalia #39;s Future at Stake in Union Talk,The future of Alitalia is at stake as the Italian flagship carrier meets with unions Monday to reveal the number of planned job cuts as part of a restructuring plan aimed at averting collapse.,Business
2920_train,Late injuries sideline defensive backs,"A Green Bay secondary that figured to be tested on Sunday, even if at full strength for the game with the Indianapolis Colts, took a considerable hit Saturday when cornerbacks ",Sports
2921_train,"Gunners, Devils to call truce","With Arsenal set to meet Manchester United in the quarter finals of the Carling Cup, the Football Association is keen for the two clubs to call a truce following their fiery league game last month.",Sports
2922_train,Last chance saloon for Diouf,"El Hadji Diouf has always enjoyed courting controversy. Be it spitting, diving or being a general nuisance to all and sundry the Senegal international has a penchant for getting involved in the more unsavoury side of the game.",Sports
2923_train,Nocioni leads Bulls over Celtics,CHICAGO (Ticker) -- Rookie Andres Nocioni scored 20 points as the Chicago Bulls held on for a 95-92 victory over the Boston Celtics.,Sports
2924_train,Self Inflicted Wounds,"The West Virginia Mountaineers blew another chance at a decent win on national television, and left to the wel- earned chants of Overrated, as penalties, special teams and questionable decision making by the coaching staff once again doomed the ",Sports
2925_train,"No. 25 Purdue 51, Syracuse 0","Kyle Orton passed for 287 yards and a career-high four touchdowns as No. 25 Purdue used a slew of big plays Sunday to beat Syracuse 51-0, the Boilermakers first shutout in four years.",Sports
2926_train,Blazers win 11th straight over Magic,"Playing their second game in as many nights in the opposite corner of the country, the Portland Trail Blazers fell behind early and then rallied to complete a Florida sweep.",Sports
2927_train,Redskins Coach Bemoans Questionable Calls (AP),AP - Apparently even a Hall of Fame coach doesn''t get a break from the officials. Washington Redskins coach Joe Gibbs on Tuesday reviewed the tape of the previous night''s loss to the Dallas Cowboys and determined he was on the wrong side of ''two awful calls.'',Sports
2928_train,Roddick Set to Link Up with Low-Key Coach,"World number two Andy Roddick is set to hook up with his US Davis Cup assistant coach after firing Brad Gilbert at the weekend. Roddick, whom Gilbert steered to a maiden ",Sports
2929_train,Haas puts Grosjean in the shade,"NEW YORK: Comeback kid Tommy Haas upset 12th seed Sebastien Grosjean to move into the third round of the US Open on Friday. The German former world number two, who missed the whole of last season after shoulder ",Sports
2930_train,Today''s schedule,"Auto racing: NASCAR Nextel Cup Sylvania 300 practice at N.H. International Speedway, Loudon, 9:30 and 11:10 a.m.; NASCAR Craftsman Truck Sylvania 200 at N.H. International Speedway, Loudon, 1 p.m.; NASCAR Busch North Sylvania 125 at N.H. International Speedway, Loudon, 3 p.m.",Sports
2931_train,McPeak collects elusive Olympic medal,"ATHENS - Holly McPeak finally won the Olympics medal that has eluded her for so long, teaming with Elaine Youngs to win a bronze medal for the United States in beach volleyball Tuesday night.",Sports
2932_train,Road weary-ers,Denver Nuggets star Carmelo Anthony beat a marijuana rap yesterday and then smoked the Raptors. Pot possession charges filed earlier this year against the sophomore were dismissed prior to last night #39;s game ,Sports
